"","Time","Insight"
"1",37.789807059174,"APPLY_BEFORE_UNDEFINED_SPOTS"
"2",42.7483870561111,"APPLY_BEFORE_UNDEFINED_SPOTS"
"3",16.2180459557448,"APPLY_BEFORE_UNDEFINED_SPOTS"
"4",1.33159759112884,"APPLY_BEFORE_UNDEFINED_SPOTS"
"5",57.5691258930561,"APPLY_BEFORE_UNDEFINED_SPOTS"
"6",20.7494474676844,"APPLY_BEFORE_UNDEFINED_SPOTS"
"7",28.2039246221072,"APPLY_BEFORE_UNDEFINED_SPOTS"
"8",56.2783905041777,"APPLY_BEFORE_UNDEFINED_SPOTS"
"9",61.5132846398802,"APPLY_BEFORE_UNDEFINED_SPOTS"
"10",61.8111472659972,"APPLY_BEFORE_UNDEFINED_SPOTS"
"11",-10.5107042720846,"APPLY_BEFORE_UNDEFINED_SPOTS"
"12",-34.7261275584913,"APPLY_BEFORE_UNDEFINED_SPOTS"
"13",-11.8838474552776,"APPLY_BEFORE_UNDEFINED_SPOTS"
"14",27.9203499361538,"APPLY_BEFORE_UNDEFINED_SPOTS"
"15",25.8132512595646,"APPLY_BEFORE_UNDEFINED_SPOTS"
"16",74.8903519491705,"SIMPLE_OR_SAME_CAT"
"17",8.1755042380781,"SIMPLE_OR_SAME_CAT"
"18",101.537998393933,"SIMPLE_OR_SAME_CAT"
"19",16.883570473271,"SIMPLE_OR_SAME_CAT"
"20",96.4679824498407,"SIMPLE_OR_SAME_CAT"
"21",73.7889473291899,"SIMPLE_OR_SAME_CAT"
"22",98.8226026471621,"SIMPLE_OR_SAME_CAT"
"23",5.24462831479619,"SIMPLE_OR_SAME_CAT"
"24",13.5426206058784,"SIMPLE_OR_SAME_CAT"
"25",65.9834870966091,"SIMPLE_OR_SAME_CAT"
"26",43.619785423517,"SIMPLE_OR_SAME_CAT"
"27",44.0571848606271,"SIMPLE_OR_SAME_CAT"
"28",-2.00590231339567,"SIMPLE_OR_SAME_CAT"
"29",28.5783706970564,"SIMPLE_OR_SAME_CAT"
"30",95.0537159986968,"SIMPLE_OR_SAME_CAT"
"31",106.7026412454,"SIMPLE_OR_DIFF_CAT"
"32",110.284112562071,"SIMPLE_OR_DIFF_CAT"
"33",41.6802712582022,"SIMPLE_OR_DIFF_CAT"
"34",105.351111762534,"SIMPLE_OR_DIFF_CAT"
"35",57.2748408083715,"SIMPLE_OR_DIFF_CAT"
"36",54.4555335659026,"SIMPLE_OR_DIFF_CAT"
"37",52.890516561983,"SIMPLE_OR_DIFF_CAT"
"38",16.0301246486308,"SIMPLE_OR_DIFF_CAT"
"39",104.45708476832,"SIMPLE_OR_DIFF_CAT"
"40",73.1113135550134,"SIMPLE_OR_DIFF_CAT"
"41",103.267851013335,"SIMPLE_OR_DIFF_CAT"
"42",61.175153708877,"SIMPLE_OR_DIFF_CAT"
"43",79.2450440585568,"SIMPLE_OR_DIFF_CAT"
"44",146.100963062505,"SIMPLE_OR_DIFF_CAT"
"45",15.5404243670132,"SIMPLE_OR_DIFF_CAT"
"46",83.2656329843127,"BEFORE_DIFF_CAT"
"47",82.647652512878,"BEFORE_DIFF_CAT"
"48",130.319188812961,"BEFORE_DIFF_CAT"
"49",99.442640241971,"BEFORE_DIFF_CAT"
"50",134.530770177944,"BEFORE_DIFF_CAT"
"51",96.5224685973383,"BEFORE_DIFF_CAT"
"52",79.843338603614,"BEFORE_DIFF_CAT"
"53",80.2996675881835,"BEFORE_DIFF_CAT"
"54",97.55122835737,"BEFORE_DIFF_CAT"
"55",81.068978515669,"BEFORE_DIFF_CAT"
"56",92.5551582339968,"BEFORE_DIFF_CAT"
"57",57.4903881011635,"BEFORE_DIFF_CAT"
"58",71.1828564426334,"BEFORE_DIFF_CAT"
"59",47.9275186830431,"BEFORE_DIFF_CAT"
"60",126.444197516736,"BEFORE_DIFF_CAT"
"61",113.249647374741,"BEFORE_ONE_SPOT_NOINFO"
"62",149.148121588434,"BEFORE_ONE_SPOT_NOINFO"
"63",99.2903064858124,"BEFORE_ONE_SPOT_NOINFO"
