"","Time","Insight"
"1",66.9088167979444,"APPLY_BEFORE_UNDEFINED_SPOTS"
"2",123.926830937995,"APPLY_BEFORE_UNDEFINED_SPOTS"
"3",59.9116349913749,"APPLY_BEFORE_UNDEFINED_SPOTS"
"4",89.4703471872201,"APPLY_BEFORE_UNDEFINED_SPOTS"
"5",-71.2979040311208,"APPLY_BEFORE_UNDEFINED_SPOTS"
"6",52.6400227741664,"SIMPLE_OR_SAME_CAT"
"7",-4.54296646626344,"SIMPLE_OR_SAME_CAT"
"8",-26.4928555128405,"SIMPLE_OR_SAME_CAT"
"9",-19.2105546207693,"SIMPLE_OR_SAME_CAT"
"10",101.769347092412,"SIMPLE_OR_SAME_CAT"
"11",19.3872408370423,"SIMPLE_OR_DIFF_CAT"
"12",99.9800742256536,"SIMPLE_OR_DIFF_CAT"
"13",-1.732906638083,"SIMPLE_OR_DIFF_CAT"
"14",-74.3969551503428,"SIMPLE_OR_DIFF_CAT"
"15",-10.8775353320274,"SIMPLE_OR_DIFF_CAT"
"16",35.4591056617438,"BEFORE_DIFF_CAT"
"17",74.8965176833617,"BEFORE_DIFF_CAT"
"18",21.0381544990215,"BEFORE_DIFF_CAT"
"19",113.236378067132,"BEFORE_DIFF_CAT"
"20",-20.508266608351,"BEFORE_DIFF_CAT"
"21",107.956524814172,"BEFORE_ONE_SPOT_NOINFO"
"22",18.2515031596788,"BEFORE_ONE_SPOT_NOINFO"
"23",201.525079865239,"BEFORE_ONE_SPOT_NOINFO"
"24",86.063856414207,"BEFORE_ONE_SPOT_NOINFO"
"25",28.3402706618658,"BEFORE_ONE_SPOT_NOINFO"
"26",145.169252526029,"BEFORE_N_SPOTS_NOINFO"
"27",102.345259194288,"BEFORE_N_SPOTS_NOINFO"
"28",81.295974048341,"BEFORE_N_SPOTS_NOINFO"
"29",109.574475522841,"BEFORE_N_SPOTS_NOINFO"
"30",82.4328502591883,"BEFORE_N_SPOTS_NOINFO"
"31",69.9242967077008,"TRANS_ABC_TRUE"
"32",53.5411828656506,"TRANS_ABC_TRUE"
"33",23.7680529656532,"TRANS_ABC_TRUE"
"34",76.9481285840685,"TRANS_ABC_TRUE"
"35",53.0816601023235,"TRANS_ABC_TRUE"
"36",24.9112552164968,"TRANS_ABC_FALSE"
"37",56.95207320097,"TRANS_ABC_FALSE"
"38",78.9174872294249,"TRANS_ABC_FALSE"
"39",70.7219280696851,"TRANS_ABC_FALSE"
"40",-25.6307831298739,"TRANS_ABC_FALSE"
"41",96.4361858861411,"BEFORE_N_SPOTS_SHIFT"
"42",130.298393152252,"BEFORE_N_SPOTS_SHIFT"
"43",106.55333871528,"BEFORE_N_SPOTS_SHIFT"
"44",169.291780251782,"BEFORE_N_SPOTS_SHIFT"
"45",177.46432314023,"BEFORE_N_SPOTS_SHIFT"
"46",148.0583818125,"BEFORE_N_SPOTS_CROSSCHECK"
"47",93.9307297077162,"BEFORE_N_SPOTS_CROSSCHECK"
"48",101.49545036484,"BEFORE_N_SPOTS_CROSSCHECK"
"49",94.600330568318,"BEFORE_N_SPOTS_CROSSCHECK"
"50",95.9960744167815,"BEFORE_N_SPOTS_CROSSCHECK"
"51",51.2135796243961,"TRANS_SETS"
"52",118.799662287073,"TRANS_SETS"
"53",91.0931311292346,"TRANS_SETS"
"54",162.277660804642,"TRANS_SETS"
"55",241.24178722462,"TRANS_SETS"
