"","Time","Insight"
"1",39.0550728084373,"SIMPLE_OR_SAME_CAT"
"2",44.321209515091,"SIMPLE_OR_SAME_CAT"
"3",40.4585735923945,"SIMPLE_OR_SAME_CAT"
"4",-24.6596582357042,"SIMPLE_OR_SAME_CAT"
"5",3.57688539918979,"SIMPLE_OR_SAME_CAT"
"6",34.9115558632058,"SIMPLE_OR_SAME_CAT"
"7",11.7064972927568,"SIMPLE_OR_SAME_CAT"
"8",78.4862288839484,"SIMPLE_OR_SAME_CAT"
"9",25.1589686640523,"SIMPLE_OR_SAME_CAT"
"10",46.073388210201,"SIMPLE_OR_SAME_CAT"
"11",27.5883209094608,"SIMPLE_OR_SAME_CAT"
"12",17.8067657170307,"SIMPLE_OR_SAME_CAT"
"13",94.059232150358,"SIMPLE_OR_SAME_CAT"
"14",-10.5983830724769,"SIMPLE_OR_SAME_CAT"
"15",-17.097191987565,"SIMPLE_OR_SAME_CAT"
"16",-94.1550305936223,"SIMPLE_OR_SAME_CAT"
"17",132.1575523614,"SIMPLE_OR_SAME_CAT"
"18",-35.6950267068486,"SIMPLE_OR_SAME_CAT"
"19",110.314714838157,"SIMPLE_OR_SAME_CAT"
"20",23.1718231915857,"SIMPLE_OR_SAME_CAT"
"21",-22.8468603768294,"SIMPLE_OR_DIFF_CAT"
"22",-63.9901680946657,"SIMPLE_OR_DIFF_CAT"
"23",1.90108098202829,"SIMPLE_OR_DIFF_CAT"
"24",17.9481878779845,"SIMPLE_OR_DIFF_CAT"
"25",-81.4944939699069,"SIMPLE_OR_DIFF_CAT"
"26",-1.55904514398459,"SIMPLE_OR_DIFF_CAT"
"27",-21.7967178361389,"SIMPLE_OR_DIFF_CAT"
"28",13.481392548697,"SIMPLE_OR_DIFF_CAT"
"29",-17.5530109366488,"SIMPLE_OR_DIFF_CAT"
"30",73.5152269487012,"SIMPLE_OR_DIFF_CAT"
"31",117.694487500163,"SIMPLE_OR_DIFF_CAT"
"32",88.3766160409888,"SIMPLE_OR_DIFF_CAT"
"33",15.2077238939643,"SIMPLE_OR_DIFF_CAT"
"34",-21.9292223124302,"SIMPLE_OR_DIFF_CAT"
"35",128.510379717225,"SIMPLE_OR_DIFF_CAT"
"36",-9.57389433126321,"SIMPLE_OR_DIFF_CAT"
"37",26.9211127082908,"SIMPLE_OR_DIFF_CAT"
"38",25.304244407601,"SIMPLE_OR_DIFF_CAT"
"39",16.9069005312087,"SIMPLE_OR_DIFF_CAT"
"40",-31.6162189297988,"SIMPLE_OR_DIFF_CAT"
"41",16.1271700840898,"BEFORE_DIFF_CAT"
"42",31.248023598424,"BEFORE_DIFF_CAT"
"43",-80.3907405068091,"BEFORE_DIFF_CAT"
"44",-103.112144659074,"BEFORE_DIFF_CAT"
"45",-21.8551855376916,"BEFORE_DIFF_CAT"
"46",-16.0169888119943,"BEFORE_DIFF_CAT"
"47",-20.8465089714138,"BEFORE_DIFF_CAT"
"48",62.9142965408415,"BEFORE_DIFF_CAT"
"49",-1.79911923003917,"BEFORE_DIFF_CAT"
"50",94.1183060487962,"BEFORE_DIFF_CAT"
"51",-7.67407261584685,"BEFORE_DIFF_CAT"
"52",24.308131682167,"BEFORE_DIFF_CAT"
"53",-1.51071432293651,"BEFORE_DIFF_CAT"
"54",35.5358618488264,"BEFORE_DIFF_CAT"
